"germplasmName","FullSampleName","GID"
"NR17F10C2aP023","NR.NG.C2a.Cass.CET.0001_G09...NR17F10C2aP023","NR.NG.C2a.Cass.CET.0001_G09...NR17F10C2aP023"
"NR17F10C2aP024","NR.NG.C2a.Cass.CET.0001_E10...NR17F10C2aP024","NR.NG.C2a.Cass.CET.0001_E10...NR17F10C2aP024"
"NR17F10C2aP025","NR.NG.C2a.Cass.CET.0001_E11...NR17F10C2aP025","NR.NG.C2a.Cass.CET.0001_E11...NR17F10C2aP025"
"NR17F10C2aP026","NR.NG.C2a.Cass.CET.0001_D01...NR17F10C2aP026","NR.NG.C2a.Cass.CET.0001_D01...NR17F10C2aP026"
"NR17F10C2aP027","NR.NG.C2a.Cass.CET.0001_B12...NR17F10C2aP027","NR.NG.C2a.Cass.CET.0001_B12...NR17F10C2aP027"
"NR17F10C2aP028","NR.NG.C2a.Cass.CET.0002_H05...NR17F10C2aP028","NR.NG.C2a.Cass.CET.0002_H05...NR17F10C2aP028"
"NR17F10C2aP029","NR.NG.C2a.Cass.CET.0001_C02...NR17F10C2aP029","NR.NG.C2a.Cass.CET.0001_C02...NR17F10C2aP029"
"NR17F10C2aP030","NR.NG.C2a.Cass.CET.0001_D08...NR17F10C2aP030","NR.NG.C2a.Cass.CET.0001_D08...NR17F10C2aP030"
"NR17F10C2aP031","NR.NG.C2a.Cass.CET.0001_E01...NR17F10C2aP031","NR.NG.C2a.Cass.CET.0001_E01...NR17F10C2aP031"
"NR17F10C2aP032","NR.NG.C2a.Cass.CET.0001_E02...NR17F10C2aP032","NR.NG.C2a.Cass.CET.0001_E02...NR17F10C2aP032"
"NR17F10C2aP033",NA,"NR17F10C2aP033"
"NR17F10C2aP034","NR.NG.C2a.Cass.CET.0001_F09...NR17F10C2aP034","NR.NG.C2a.Cass.CET.0001_F09...NR17F10C2aP034"
"NR17F10C2aP035","NR.NG.C2a.Cass.CET.0001_B10...NR17F10C2aP035","NR.NG.C2a.Cass.CET.0001_B10...NR17F10C2aP035"
"NR17F10C2aP036","NR.NG.C2a.Cass.CET.0001_C10...NR17F10C2aP036","NR.NG.C2a.Cass.CET.0001_C10...NR17F10C2aP036"
"NR17F10C2aP037","NR.NG.C2a.Cass.CET.0001_B01...NR17F10C2aP037","NR.NG.C2a.Cass.CET.0001_B01...NR17F10C2aP037"
"NR17F10C2aP038","NR.NG.C2a.Cass.CET.0001_G08...NR17F10C2aP038","NR.NG.C2a.Cass.CET.0001_G08...NR17F10C2aP038"
"NR17F10C2aP039","NR.NG.C2a.Cass.CET.0002_G05...NR17F10C2aP039","NR.NG.C2a.Cass.CET.0002_G05...NR17F10C2aP039"
"NR17F10C2aP040","NR.NG.C2a.Cass.CET.0001_G11...NR17F10C2aP040","NR.NG.C2a.Cass.CET.0001_G11...NR17F10C2aP040"
"NR17F110C2aP001","NR.NG.C2a.Cass.CET.0011_G11...NR17F110C2aP001","NR.NG.C2a.Cass.CET.0011_G11...NR17F110C2aP001"
"NR17F111C2aP001","NR.NG.C2a.Cass.CET.0011_D11...NR17F111C2aP001","NR.NG.C2a.Cass.CET.0011_D11...NR17F111C2aP001"
"NR17F112C2aP001","NR.NG.C2a.Cass.CET.0012_A05...NR17F112C2aP001","NR.NG.C2a.Cass.CET.0012_A05...NR17F112C2aP001"
"NR17F114C2aP001","NR.NG.C2a.Cass.CET.0011_D06...NR17F114C2aP001","NR.NG.C2a.Cass.CET.0011_D06...NR17F114C2aP001"
"NR17F114C2aP002","NR.NG.C2a.Cass.CET.0011_E10...NR17F114C2aP002","NR.NG.C2a.Cass.CET.0011_E10...NR17F114C2aP002"
"NR17F114C2aP003","NR.NG.C2a.Cass.CET.0011_B08...NR17F114C2aP003","NR.NG.C2a.Cass.CET.0011_B08...NR17F114C2aP003"
"NR17F114C2aP004","NR.NG.C2a.Cass.CET.0011_B10...NR17F114C2aP004","NR.NG.C2a.Cass.CET.0011_B10...NR17F114C2aP004"
"NR17F116C2aP001","NR.NG.C2a.Cass.CET.0011_F08...NR17F116C2aP001","NR.NG.C2a.Cass.CET.0011_F08...NR17F116C2aP001"
"NR17F117C2aP001","NR.NG.C2a.Cass.CET.0011_A09...NR17F117C2aP001","NR.NG.C2a.Cass.CET.0011_A09...NR17F117C2aP001"
"NR17F117C2aP002","NR.NG.C2a.Cass.CET.0011_C12...NR17F117C2aP002","NR.NG.C2a.Cass.CET.0011_C12...NR17F117C2aP002"
"NR17F117C2aP003","NR.NG.C2a.Cass.CET.0011_A11...NR17F117C2aP003","NR.NG.C2a.Cass.CET.0011_A11...NR17F117C2aP003"
"NR17F117C2aP004","NR.NG.C2a.Cass.CET.0011_F10...NR17F117C2aP004","NR.NG.C2a.Cass.CET.0011_F10...NR17F117C2aP004"
"NR17F118C2aP001","NR.NG.C2a.Cass.CET.0011_D08...NR17F118C2aP001","NR.NG.C2a.Cass.CET.0011_D08...NR17F118C2aP001"
"NR17F118C2aP002","NR.NG.C2a.Cass.CET.0012_F05...NR17F118C2aP002","NR.NG.C2a.Cass.CET.0012_F05...NR17F118C2aP002"
"NR17F118C2aP003","NR.NG.C2a.Cass.CET.0011_C11...NR17F118C2aP003","NR.NG.C2a.Cass.CET.0011_C11...NR17F118C2aP003"
"NR17F118C2aP003","NR.NG.C2a.Cass.CET.0011_D10...NR17F118C2aP003","NR.NG.C2a.Cass.CET.0011_D10...NR17F118C2aP003"
"NR17F118C2aP004","NR.NG.C2a.Cass.CET.0011_H10...NR17F118C2aP004","NR.NG.C2a.Cass.CET.0011_H10...NR17F118C2aP004"
"NR17F119C2aP001","NR.NG.C2a.Cass.CET.0012_C05...NR17F119C2aP001","NR.NG.C2a.Cass.CET.0012_C05...NR17F119C2aP001"
"NR17F11C2aP001","NR.NG.C2a.Cass.CET.0002_A01...NR17F11C2aP001","NR.NG.C2a.Cass.CET.0002_A01...NR17F11C2aP001"
"NR17F120C2aP001","NR.NG.C2a.Cass.CET.0011_A08...NR17F120C2aP001","NR.NG.C2a.Cass.CET.0011_A08...NR17F120C2aP001"
"NR17F120C2aP002","NR.NG.C2a.Cass.CET.0011_E08...NR17F120C2aP002","NR.NG.C2a.Cass.CET.0011_E08...NR17F120C2aP002"
"NR17F121C2aP001","NR.NG.C2a.Cass.CET.0011_G08...NR17F121C2aP001","NR.NG.C2a.Cass.CET.0011_G08...NR17F121C2aP001"
"NR17F121C2aP002","NR.NG.C2a.Cass.CET.0011_C10...NR17F121C2aP002","NR.NG.C2a.Cass.CET.0011_C10...NR17F121C2aP002"
"NR17F121C2aP003","NR.NG.C2a.Cass.CET.0011_G09...NR17F121C2aP003","NR.NG.C2a.Cass.CET.0011_G09...NR17F121C2aP003"
"NR17F121C2aP004","NR.NG.C2a.Cass.CET.0011_A10...NR17F121C2aP004","NR.NG.C2a.Cass.CET.0011_A10...NR17F121C2aP004"
"NR17F121C2aP005","NR.NG.C2a.Cass.CET.0011_C08...NR17F121C2aP005","NR.NG.C2a.Cass.CET.0011_C08...NR17F121C2aP005"
"NR17F121C2aP006","NR.NG.C2a.Cass.CET.0012_E04...NR17F121C2aP006","NR.NG.C2a.Cass.CET.0012_E04...NR17F121C2aP006"
"NR17F122C2aP001","NR.NG.C2a.Cass.CET.0001_D06...NR17F122C2aP001","NR.NG.C2a.Cass.CET.0001_D06...NR17F122C2aP001"
"NR17F123C2aP001","NR.NG.C2a.Cass.CET.0012_D05...NR17F123C2aP001","NR.NG.C2a.Cass.CET.0012_D05...NR17F123C2aP001"
"NR17F125C2aP001","NR.NG.C2a.Cass.CET.0011_H08...NR17F125C2aP001","NR.NG.C2a.Cass.CET.0011_H08...NR17F125C2aP001"
"NR17F126C2aP001","NR.NG.C2a.Cass.CET.0003_G04...NR17F126C2aP001","NR.NG.C2a.Cass.CET.0003_G04...NR17F126C2aP001"
"NR17F12C2aP001","NR.NG.C2a.Cass.CET.0002_B01...NR17F12C2aP001","NR.NG.C2a.Cass.CET.0002_B01...NR17F12C2aP001"
"NR17F12C2aP002","NR.NG.C2a.Cass.CET.0001_D11...NR17F12C2aP002","NR.NG.C2a.Cass.CET.0001_D11...NR17F12C2aP002"
"NR17F12C2aP003","NR.NG.C2a.Cass.CET.0001_B11...NR17F12C2aP003","NR.NG.C2a.Cass.CET.0001_B11...NR17F12C2aP003"
"NR17F13C2aP001","NR.NG.C2a.Cass.CET.0001_F12...NR17F13C2aP001","NR.NG.C2a.Cass.CET.0001_F12...NR17F13C2aP001"
"NR17F13C2aP002","NR.NG.C2a.Cass.CET.0001_C01...NR17F13C2aP002","NR.NG.C2a.Cass.CET.0001_C01...NR17F13C2aP002"
"NR17F13C2aP003","NR.NG.C2a.Cass.CET.0001_H11...NR17F13C2aP003","NR.NG.C2a.Cass.CET.0001_H11...NR17F13C2aP003"
"NR17F13C2aP004","NR.NG.C2a.Cass.CET.0001_E12...NR17F13C2aP004","NR.NG.C2a.Cass.CET.0001_E12...NR17F13C2aP004"
"NR17F13C2aP005","NR.NG.C2a.Cass.CET.0009_B07...NR17F13C2aP005","NR.NG.C2a.Cass.CET.0009_B07...NR17F13C2aP005"
"NR17F13C2aP006","NR.NG.C2a.Cass.CET.0010_E04...NR17F13C2aP006","NR.NG.C2a.Cass.CET.0010_E04...NR17F13C2aP006"
"NR17F13C2aP007","NR.NG.C2a.Cass.CET.0009_E08...NR17F13C2aP007","NR.NG.C2a.Cass.CET.0009_E08...NR17F13C2aP007"
"NR17F13C2aP008","NR.NG.C2a.Cass.CET.0010_C04...NR17F13C2aP008","NR.NG.C2a.Cass.CET.0010_C04...NR17F13C2aP008"
"NR17F13C2aP009","NR.NG.C2a.Cass.CET.0010_B08...NR17F13C2aP009","NR.NG.C2a.Cass.CET.0010_B08...NR17F13C2aP009"
"NR17F13C2aP010","NR.NG.C2a.Cass.CET.0010_E08...NR17F13C2aP010","NR.NG.C2a.Cass.CET.0010_E08...NR17F13C2aP010"
"NR17F13C2aP011","NR.NG.C2a.Cass.CET.0010_B03...NR17F13C2aP011","NR.NG.C2a.Cass.CET.0010_B03...NR17F13C2aP011"
"NR17F13C2aP012","NR.NG.C2a.Cass.CET.0010_C06...NR17F13C2aP012","NR.NG.C2a.Cass.CET.0010_C06...NR17F13C2aP012"
"NR17F13C2aP013","NR.NG.C2a.Cass.CET.0010_G07...NR17F13C2aP013","NR.NG.C2a.Cass.CET.0010_G07...NR17F13C2aP013"
"NR17F13C2aP014","NR.NG.C2a.Cass.CET.0009_E04...NR17F13C2aP014","NR.NG.C2a.Cass.CET.0009_E04...NR17F13C2aP014"
"NR17F13C2aP015","NR.NG.C2a.Cass.CET.0010_G01...NR17F13C2aP015","NR.NG.C2a.Cass.CET.0010_G01...NR17F13C2aP015"
"NR17F14C2aP001","NR.NG.C2a.Cass.CET.0010_H04...NR17F14C2aP001","NR.NG.C2a.Cass.CET.0010_H04...NR17F14C2aP001"
"NR17F14C2aP002","NR.NG.C2a.Cass.CET.0010_A04...NR17F14C2aP002","NR.NG.C2a.Cass.CET.0010_A04...NR17F14C2aP002"
"NR17F14C2aP003","NR.NG.C2a.Cass.CET.0011_A12...NR17F14C2aP003","NR.NG.C2a.Cass.CET.0011_A12...NR17F14C2aP003"
"NR17F14C2aP004","NR.NG.C2a.Cass.CET.0010_A06...NR17F14C2aP004","NR.NG.C2a.Cass.CET.0010_A06...NR17F14C2aP004"
"NR17F14C2aP005","NR.NG.C2a.Cass.CET.0010_C05...NR17F14C2aP005","NR.NG.C2a.Cass.CET.0010_C05...NR17F14C2aP005"
"NR17F14C2aP006","NR.NG.C2a.Cass.CET.0010_E05...NR17F14C2aP006","NR.NG.C2a.Cass.CET.0010_E05...NR17F14C2aP006"
"NR17F14C2aP007","NR.NG.C2a.Cass.CET.0008_A08...NR17F14C2aP007","NR.NG.C2a.Cass.CET.0008_A08...NR17F14C2aP007"
"NR17F14C2aP008","NR.NG.C2a.Cass.CET.0010_H01...NR17F14C2aP008","NR.NG.C2a.Cass.CET.0010_H01...NR17F14C2aP008"
"NR17F14C2aP009","NR.NG.C2a.Cass.CET.0010_B06...NR17F14C2aP009","NR.NG.C2a.Cass.CET.0010_B06...NR17F14C2aP009"
"NR17F14C2aP010","NR.NG.C2a.Cass.CET.0010_D06...NR17F14C2aP010","NR.NG.C2a.Cass.CET.0010_D06...NR17F14C2aP010"
"NR17F14C2aP011","NR.NG.C2a.Cass.CET.0010_B05...NR17F14C2aP011","NR.NG.C2a.Cass.CET.0010_B05...NR17F14C2aP011"
"NR17F14C2aP012","NR.NG.C2a.Cass.CET.0009_E07...NR17F14C2aP012","NR.NG.C2a.Cass.CET.0009_E07...NR17F14C2aP012"
"NR17F14C2aP013",NA,"NR17F14C2aP013"
"NR17F14C2aP014","NR.NG.C2a.Cass.CET.0010_D05...NR17F14C2aP014","NR.NG.C2a.Cass.CET.0010_D05...NR17F14C2aP014"
"NR17F14C2aP015","NR.NG.C2a.Cass.CET.0010_A05...NR17F14C2aP015","NR.NG.C2a.Cass.CET.0010_A05...NR17F14C2aP015"
"NR17F14C2aP016",NA,"NR17F14C2aP016"
"NR17F15C2aP001","NR.NG.C2a.Cass.CET.0009_C07...NR17F15C2aP001","NR.NG.C2a.Cass.CET.0009_C07...NR17F15C2aP001"
"NR17F15C2aP002","NR.NG.C2a.Cass.CET.0004_E07...NR17F15C2aP002","NR.NG.C2a.Cass.CET.0004_E07...NR17F15C2aP002"
"NR17F15C2aP003","NR.NG.C2a.Cass.CET.0009_A07...NR17F15C2aP003","NR.NG.C2a.Cass.CET.0009_A07...NR17F15C2aP003"
"NR17F15C2aP004","NR.NG.C2a.Cass.CET.0005_B05...NR17F15C2aP004","NR.NG.C2a.Cass.CET.0005_B05...NR17F15C2aP004"
"NR17F15C2aP005","NR.NG.C2a.Cass.CET.0010_A03...NR17F15C2aP005","NR.NG.C2a.Cass.CET.0010_A03...NR17F15C2aP005"
"NR17F15C2aP006","NR.NG.C2a.Cass.CET.0010_H03...NR17F15C2aP006","NR.NG.C2a.Cass.CET.0010_H03...NR17F15C2aP006"
"NR17F15C2aP007","NR.NG.C2a.Cass.CET.0004_D09...NR17F15C2aP007","NR.NG.C2a.Cass.CET.0004_D09...NR17F15C2aP007"
"NR17F15C2aP008","NR.NG.C2a.Cass.CET.0005_C05...NR17F15C2aP008","NR.NG.C2a.Cass.CET.0005_C05...NR17F15C2aP008"
"NR17F15C2aP009","NR.NG.C2a.Cass.CET.0009_D07...NR17F15C2aP009","NR.NG.C2a.Cass.CET.0009_D07...NR17F15C2aP009"
"NR17F15C2aP010","NR.NG.C2a.Cass.CET.0005_A04...NR17F15C2aP010","NR.NG.C2a.Cass.CET.0005_A04...NR17F15C2aP010"
"NR17F15C2aP011","NR17F15C2aP011","NR17F15C2aP011"
"NR17F15C2aP012","NR.NG.C2a.Cass.CET.0008_H07...NR17F15C2aP012","NR.NG.C2a.Cass.CET.0008_H07...NR17F15C2aP012"
"NR17F15C2aP013",NA,"NR17F15C2aP013"
"NR17F15C2aP014","NR.NG.C2a.Cass.CET.0010_A02...NR17F15C2aP014","NR.NG.C2a.Cass.CET.0010_A02...NR17F15C2aP014"
"NR17F15C2aP015","NR.NG.C2a.Cass.CET.0010_H05...NR17F15C2aP015","NR.NG.C2a.Cass.CET.0010_H05...NR17F15C2aP015"
"NR17F15C2aP016","NR.NG.C2a.Cass.CET.0010_B02...NR17F15C2aP016","NR.NG.C2a.Cass.CET.0010_B02...NR17F15C2aP016"
"NR17F15C2aP017","NR.NG.C2a.Cass.CET.0010_D02...NR17F15C2aP017","NR.NG.C2a.Cass.CET.0010_D02...NR17F15C2aP017"
"NR17F15C2aP018","NR.NG.C2a.Cass.CET.0010_G03...NR17F15C2aP018","NR.NG.C2a.Cass.CET.0010_G03...NR17F15C2aP018"
"NR17F15C2aP019","NR.NG.C2a.Cass.CET.0010_C02...NR17F15C2aP019","NR.NG.C2a.Cass.CET.0010_C02...NR17F15C2aP019"
"NR17F15C2aP020","NR.NG.C2a.Cass.CET.0005_C04...NR17F15C2aP020","NR.NG.C2a.Cass.CET.0005_C04...NR17F15C2aP020"
"NR17F15C2aP021","NR.NG.C2a.Cass.CET.0010_G04...NR17F15C2aP021","NR.NG.C2a.Cass.CET.0010_G04...NR17F15C2aP021"
"NR17F15C2aP022","NR.NG.C2a.Cass.CET.0010_E02...NR17F15C2aP022","NR.NG.C2a.Cass.CET.0010_E02...NR17F15C2aP022"
"NR17F15C2aP023","NR.NG.C2a.Cass.CET.0010_G02...NR17F15C2aP023","NR.NG.C2a.Cass.CET.0010_G02...NR17F15C2aP023"
"NR17F15C2aP024","NR.NG.C2a.Cass.CET.0005_A05...NR17F15C2aP024","NR.NG.C2a.Cass.CET.0005_A05...NR17F15C2aP024"
"NR17F15C2aP025","NR.NG.C2a.Cass.CET.0010_C03...NR17F15C2aP025","NR.NG.C2a.Cass.CET.0010_C03...NR17F15C2aP025"
"NR17F15C2aP026","NR.NG.C2a.Cass.CET.0007_E10...NR17F15C2aP026","NR.NG.C2a.Cass.CET.0007_E10...NR17F15C2aP026"
"NR17F15C2aP027","NR.NG.C2a.Cass.CET.0004_F07...NR17F15C2aP027","NR.NG.C2a.Cass.CET.0004_F07...NR17F15C2aP027"
"NR17F15C2aP028","NR.NG.C2a.Cass.CET.0004_D07...NR17F15C2aP028","NR.NG.C2a.Cass.CET.0004_D07...NR17F15C2aP028"
"NR17F15C2aP029","NR.NG.C2a.Cass.CET.0004_G09...NR17F15C2aP029","NR.NG.C2a.Cass.CET.0004_G09...NR17F15C2aP029"
"NR17F15C2aP030","NR.NG.C2a.Cass.CET.0004_E09...NR17F15C2aP030","NR.NG.C2a.Cass.CET.0004_E09...NR17F15C2aP030"
"NR17F15C2aP031","NR.NG.C2a.Cass.CET.0010_B04...NR17F15C2aP031","NR.NG.C2a.Cass.CET.0010_B04...NR17F15C2aP031"
"NR17F15C2aP032","NR.NG.C2a.Cass.CET.0005_H04...NR17F15C2aP032","NR.NG.C2a.Cass.CET.0005_H04...NR17F15C2aP032"
"NR17F15C2aP033","NR.NG.C2a.Cass.CET.0005_F04...NR17F15C2aP033","NR.NG.C2a.Cass.CET.0005_F04...NR17F15C2aP033"
"NR17F15C2aP034","NR.NG.C2a.Cass.CET.0010_D04...NR17F15C2aP034","NR.NG.C2a.Cass.CET.0010_D04...NR17F15C2aP034"
"NR17F15C2aP035","NR.NG.C2a.Cass.CET.0005_G04...NR17F15C2aP035","NR.NG.C2a.Cass.CET.0005_G04...NR17F15C2aP035"
"NR17F15C2aP036","NR.NG.C2a.Cass.CET.0004_B09...NR17F15C2aP036","NR.NG.C2a.Cass.CET.0004_B09...NR17F15C2aP036"
"NR17F15C2aP037","NR.NG.C2a.Cass.CET.0004_C09...NR17F15C2aP037","NR.NG.C2a.Cass.CET.0004_C09...NR17F15C2aP037"
"NR17F15C2aP038",NA,"NR17F15C2aP038"
"NR17F15C2aP039","NR.NG.C2a.Cass.CET.0005_E04...NR17F15C2aP039","NR.NG.C2a.Cass.CET.0005_E04...NR17F15C2aP039"
"NR17F15C2aP040","NR.NG.C2a.Cass.CET.0005_B04...NR17F15C2aP040","NR.NG.C2a.Cass.CET.0005_B04...NR17F15C2aP040"
"NR17F15C2aP041","NR.NG.C2a.Cass.CET.0009_F08...NR17F15C2aP041","NR.NG.C2a.Cass.CET.0009_F08...NR17F15C2aP041"
"NR17F15C2aP042","NR.NG.C2a.Cass.CET.0005_H03...NR17F15C2aP042","NR.NG.C2a.Cass.CET.0005_H03...NR17F15C2aP042"
"NR17F15C2aP043","NR.NG.C2a.Cass.CET.0010_H02...NR17F15C2aP043","NR.NG.C2a.Cass.CET.0010_H02...NR17F15C2aP043"
"NR17F15C2aP044","NR.NG.C2a.Cass.CET.0004_F09...NR17F15C2aP044","NR.NG.C2a.Cass.CET.0004_F09...NR17F15C2aP044"
"NR17F16C2aP001","NR.NG.C2a.Cass.CET.0004_B08...NR17F16C2aP001","NR.NG.C2a.Cass.CET.0004_B08...NR17F16C2aP001"
"NR17F16C2aP002",NA,"NR17F16C2aP002"
"NR17F16C2aP003","NR.NG.C2a.Cass.CET.0005_A07...NR17F16C2aP003","NR.NG.C2a.Cass.CET.0005_A07...NR17F16C2aP003"
"NR17F16C2aP004","NR.NG.C2a.Cass.CET.0004_C07...NR17F16C2aP004","NR.NG.C2a.Cass.CET.0004_C07...NR17F16C2aP004"
"NR17F16C2aP005","NR.NG.C2a.Cass.CET.0004_H08...NR17F16C2aP005","NR.NG.C2a.Cass.CET.0004_H08...NR17F16C2aP005"
"NR17F16C2aP006","NR.NG.C2a.Cass.CET.0004_H03...NR17F16C2aP006","NR.NG.C2a.Cass.CET.0004_H03...NR17F16C2aP006"
"NR17F16C2aP008","NR.NG.C2a.Cass.CET.0004_B07...NR17F16C2aP008","NR.NG.C2a.Cass.CET.0004_B07...NR17F16C2aP008"
"NR17F16C2aP009","NR.NG.C2a.Cass.CET.0004_E08...NR17F16C2aP009","NR.NG.C2a.Cass.CET.0004_E08...NR17F16C2aP009"
"NR17F16C2aP010","NR.NG.C2a.Cass.CET.0004_F08...NR17F16C2aP010","NR.NG.C2a.Cass.CET.0004_F08...NR17F16C2aP010"
"NR17F16C2aP011",NA,"NR17F16C2aP011"
"NR17F16C2aP012","NR.NG.C2a.Cass.CET.0004_D03...NR17F16C2aP012","NR.NG.C2a.Cass.CET.0004_D03...NR17F16C2aP012"
"NR17F16C2aP012","NR.NG.C2a.Cass.CET.0005_G03...NR17F16C2aP012","NR.NG.C2a.Cass.CET.0005_G03...NR17F16C2aP012"
"NR17F16C2aP013","NR.NG.C2a.Cass.CET.0005_C07...NR17F16C2aP013","NR.NG.C2a.Cass.CET.0005_C07...NR17F16C2aP013"
"NR17F16C2aP014","NR.NG.C2a.Cass.CET.0005_B07...NR17F16C2aP014","NR.NG.C2a.Cass.CET.0005_B07...NR17F16C2aP014"
"NR17F16C2aP015","NR.NG.C2a.Cass.CET.0004_F03...NR17F16C2aP015","NR.NG.C2a.Cass.CET.0004_F03...NR17F16C2aP015"
"NR17F16C2aP016","NR.NG.C2a.Cass.CET.0004_G08...NR17F16C2aP016","NR.NG.C2a.Cass.CET.0004_G08...NR17F16C2aP016"
"NR17F17C2aP001","NR.NG.C2a.Cass.CET.0004_E05...NR17F17C2aP001","NR.NG.C2a.Cass.CET.0004_E05...NR17F17C2aP001"
"NR17F18C2aP001","NR.NG.C2a.Cass.CET.0004_D05...NR17F18C2aP001","NR.NG.C2a.Cass.CET.0004_D05...NR17F18C2aP001"
"NR17F18C2aP002","NR.NG.C2a.Cass.CET.0004_H04...NR17F18C2aP002","NR.NG.C2a.Cass.CET.0004_H04...NR17F18C2aP002"
"NR17F18C2aP003","NR.NG.C2a.Cass.CET.0003_H06...NR17F18C2aP003","NR.NG.C2a.Cass.CET.0003_H06...NR17F18C2aP003"
"NR17F18C2aP004","NR.NG.C2a.Cass.CET.0004_H06...NR17F18C2aP004","NR.NG.C2a.Cass.CET.0004_H06...NR17F18C2aP004"
"NR17F18C2aP005","NR.NG.C2a.Cass.CET.0004_G05...NR17F18C2aP005","NR.NG.C2a.Cass.CET.0004_G05...NR17F18C2aP005"
"NR17F18C2aP006","NR.NG.C2a.Cass.CET.0004_B03...NR17F18C2aP006","NR.NG.C2a.Cass.CET.0004_B03...NR17F18C2aP006"
"NR17F18C2aP007","NR.NG.C2a.Cass.CET.0004_A05...NR17F18C2aP007","NR.NG.C2a.Cass.CET.0004_A05...NR17F18C2aP007"
"NR17F18C2aP008","NR.NG.C2a.Cass.CET.0004_A07...NR17F18C2aP008","NR.NG.C2a.Cass.CET.0004_A07...NR17F18C2aP008"
"NR17F18C2aP009","NR.NG.C2a.Cass.CET.0004_G06...NR17F18C2aP009","NR.NG.C2a.Cass.CET.0004_G06...NR17F18C2aP009"
"NR17F18C2aP010",NA,"NR17F18C2aP010"
"NR17F18C2aP011","NR.NG.C2a.Cass.CET.0004_B04...NR17F18C2aP011","NR.NG.C2a.Cass.CET.0004_B04...NR17F18C2aP011"
"NR17F18C2aP012","NR.NG.C2a.Cass.CET.0004_F06...NR17F18C2aP012","NR.NG.C2a.Cass.CET.0004_F06...NR17F18C2aP012"
"NR17F18C2aP013","NR.NG.C2a.Cass.CET.0004_G04...NR17F18C2aP013","NR.NG.C2a.Cass.CET.0004_G04...NR17F18C2aP013"
"NR17F18C2aP014","NR.NG.C2a.Cass.CET.0004_D06...NR17F18C2aP014","NR.NG.C2a.Cass.CET.0004_D06...NR17F18C2aP014"
"NR17F18C2aP015","NR.NG.C2a.Cass.CET.0003_B07...NR17F18C2aP015","NR.NG.C2a.Cass.CET.0003_B07...NR17F18C2aP015"
"NR17F18C2aP016",NA,"NR17F18C2aP016"
"NR17F18C2aP017","NR.NG.C2a.Cass.CET.0003_A07...NR17F18C2aP017","NR.NG.C2a.Cass.CET.0003_A07...NR17F18C2aP017"
"NR17F18C2aP018","NR.NG.C2a.Cass.CET.0004_E04...NR17F18C2aP018","NR.NG.C2a.Cass.CET.0004_E04...NR17F18C2aP018"
"NR17F18C2aP019","NR.NG.C2a.Cass.CET.0003_D09...NR17F18C2aP019","NR.NG.C2a.Cass.CET.0003_D09...NR17F18C2aP019"
"NR17F18C2aP020",NA,"NR17F18C2aP020"
"NR17F18C2aP021",NA,"NR17F18C2aP021"
"NR17F18C2aP022","NR.NG.C2a.Cass.CET.0004_B05...NR17F18C2aP022","NR.NG.C2a.Cass.CET.0004_B05...NR17F18C2aP022"
"NR17F18C2aP023","NR.NG.C2a.Cass.CET.0004_C04...NR17F18C2aP023","NR.NG.C2a.Cass.CET.0004_C04...NR17F18C2aP023"
"NR17F18C2aP024","NR.NG.C2a.Cass.CET.0004_F05...NR17F18C2aP024","NR.NG.C2a.Cass.CET.0004_F05...NR17F18C2aP024"
"NR17F18C2aP025","NR.NG.C2a.Cass.CET.0004_F04...NR17F18C2aP025","NR.NG.C2a.Cass.CET.0004_F04...NR17F18C2aP025"
"NR17F19C2aP001","NR.NG.C2a.Cass.CET.0004_H10...NR17F19C2aP001","NR.NG.C2a.Cass.CET.0004_H10...NR17F19C2aP001"
"NR17F19C2aP002","NR.NG.C2a.Cass.CET.0004_G07...NR17F19C2aP002","NR.NG.C2a.Cass.CET.0004_G07...NR17F19C2aP002"
"NR17F19C2aP003","NR.NG.C2a.Cass.CET.0004_A04...NR17F19C2aP003","NR.NG.C2a.Cass.CET.0004_A04...NR17F19C2aP003"
"NR17F1C2aP001",NA,"NR17F1C2aP001"
"NR17F1C2aP002","NR17F1C2aP002","NR17F1C2aP002"
"NR17F1C2aP003","NR17F1C2aP003","NR17F1C2aP003"
"NR17F1C2aP004",NA,"NR17F1C2aP004"
"NR17F1C2aP005","NR17F1C2aP005","NR17F1C2aP005"
"NR17F1C2aP006","NR17F1C2aP006","NR17F1C2aP006"
"NR17F1C2aP007","NR17F1C2aP007","NR17F1C2aP007"
"NR17F1C2aP008","NR17F1C2aP008","NR17F1C2aP008"
"NR17F1C2aP009","NR17F1C2aP009","NR17F1C2aP009"
"NR17F1C2aP010","NR17F1C2aP010","NR17F1C2aP010"
"NR17F1C2aP011","NR17F1C2aP011","NR17F1C2aP011"
"NR17F20C2aP001","NR.NG.C2a.Cass.CET.0003_H09...NR17F20C2aP001","NR.NG.C2a.Cass.CET.0003_H09...NR17F20C2aP001"
"NR17F20C2aP002","NR.NG.C2a.Cass.CET.0004_E06...NR17F20C2aP002","NR.NG.C2a.Cass.CET.0004_E06...NR17F20C2aP002"
"NR17F20C2aP003","NR.NG.C2a.Cass.CET.0003_F07...NR17F20C2aP003","NR.NG.C2a.Cass.CET.0003_F07...NR17F20C2aP003"
